candidates preference to courses:
candidate      course2      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course24     course14      course9      course5     course20     course13      course0     course21     course17      course4     course11     course23     course12     course10
candidate107  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.9          0.9          0.4  Unqualified  Unqualified          0.2  Unqualified          0.2          0.4          0.4  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified
candidate108  Unqualified  Unqualified          0.5            1  Unqualified  Unqualified          0.2  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.4  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.4          0.4          0.7  Unqualified
candidate109  Unqualified          0.6          0.1  Unqualified          0.6          0.7          0.3  Unqualified          0.9  Unqualified          0.7          0.9  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.8          0.4          0.7  Unqualified  Unqualified  Unqualified          0.9  Unqualified
candidate110          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.4          0.1  Unqualified          0.7          0.2  Unqualified          0.3          0.4          0.3          0.5  Unqualified  Unqualified          0.9  Unqualified            1  Unqualified            1
candidate111  Unqualified            1          0.3          0.8  Unqualified  Unqualified          0.7          0.1  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified            0            1          0.9  Unqualified          0.7  Unqualified            1          0.8          0.7          0.9  Unqualified
candidate112  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified  Unqualified          0.2          0.2  Unqualified  Unqualified  Unqualified            0          0.6  Unqualified  Unqualified  Unqualified  Unqualified
candidate113          0.9          0.8          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9            1  Unqualified  Unqualified          0.9          0.2          0.4  Unqualified  Unqualified          0.4          0.4          0.6  Unqualified  Unqualified          0.5
candidate114  Unqualified          0.3          0.2  Unqualified  Unqualified  Unqualified          0.5            0          0.4          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.7          0.9  Unqualified          0.3          0.5  Unqualified  Unqualified
candidate115  Unqualified          0.1          0.3            0          0.7  Unqualified  Unqualified          0.2  Unqualified          0.3          0.4          0.5          0.1          0.4          0.6          0.9          0.9  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.1          0.4          0.8
candidate116          0.7  Unqualified  Unqualified          0.5          0.4  Unqualified          0.3            0          0.3  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.6          0.3          0.6            0  Unqualified          0.8            0  Unqualified          0.9  Unqualified  Unqualified
candidate117  Unqualified          0.9          0.7          0.4          0.4  Unqualified  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.1  Unqualified          0.7  Unqualified          0.4          0.1  Unqualified          0.9            0
candidate118          0.2  Unqualified          0.4          0.3          0.9          0.8  Unqualified  Unqualified          0.3  Unqualified          0.6  Unqualified  Unqualified          0.5  Unqualified          0.2          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified
candidate119  Unqualified  Unqualified            0          0.7          0.3  Unqualified          0.8          0.5          0.1  Unqualified  Unqualified  Unqualified          0.2  Unqualified            0          0.1          0.4  Unqualified          0.5          0.3          0.9  Unqualified            0          0.3          0.1
candidate120            0  Unqualified  Unqualified  Unqualified          0.2          0.7  Unqualified  Unqualified          0.6          0.4  Unqualified            0            1            0  Unqualified          0.5          0.4          0.4  Unqualified          0.1  Unqualified          0.3          0.9          0.6  Unqualified
candidate121  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.3  Unqualified          0.4  Unqualified          0.6          0.4  Unqualified  Unqualified  Unqualified            1  Unqualified          0.5          0.5          0.5
candidate122  Unqualified          0.6          0.8          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.4          0.9  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.7          0.8          0.3          0.3  Unqualified  Unqualified  Unqualified
candidate123  Unqualified  Unqualified          0.8          0.8            0  Unqualified  Unqualified          0.9          0.7  Unqualified  Unqualified          0.3          0.9          0.7          0.8  Unqualified  Unqualified          0.7          0.2  Unqualified  Unqualified          0.9          0.8          0.5  Unqualified
candidate124  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.1          0.8  Unqualified  Unqualified          0.3          0.4  Unqualified          0.4  Unqualified          0.8  Unqualified          0.1          0.4  Unqualified  Unqualified          0.3          0.3
candidate125          0.8            1  Unqualified          0.9  Unqualified          0.1          0.1  Unqualified          0.9          0.4          0.9  Unqualified          0.7          0.9          0.2          0.1          0.2  Unqualified          0.9          0.4          0.7            0  Unqualified  Unqualified          0.6
candidate126  Unqualified          0.3          0.5  Unqualified  Unqualified          0.5          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.1          0.8  Unqualified  Unqualified          0.5  Unqualified            1          0.1          0.6  Unqualified  Unqualified
candidate127          0.4  Unqualified          0.4  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.5            0          0.6  Unqualified          0.3  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.4
candidate128          0.1  Unqualified          0.6  Unqualified          0.6  Unqualified  Unqualified          0.8          0.1          0.2  Unqualified          0.5          0.4          0.1          0.1            1          0.2  Unqualified  Unqualified          0.2          0.7  Unqualified  Unqualified          0.1  Unqualified
candidate129  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5            1  Unqualified          0.2          0.8          0.2          0.5          0.7          0.4            0  Unqualified  Unqualified            1          0.1          0.7  Unqualified  Unqualified
candidate130  Unqualified            1  Unqualified  Unqualified          0.9  Unqualified          0.7          0.5          0.1  Unqualified          0.5          0.4  Unqualified          0.2          0.7  Unqualified          0.6          0.5  Unqualified          0.4  Unqualified          0.7  Unqualified  Unqualified          0.1
candidate131  Unqualified          0.4  Unqualified          0.7            1            1          0.5          0.1  Unqualified          0.6  Unqualified  Unqualified          0.3          0.6  Unqualified          0.2          0.8  Unqualified          0.7          0.1  Unqualified          0.3          0.9  Unqualified  Unqualified
candidate132  Unqualified          0.1  Unqualified  Unqualified          0.6            1  Unqualified  Unqualified          0.8  Unqualified          0.4          0.8          0.9  Unqualified  Unqualified  Unqualified            0  Unqualified          0.9  Unqualified          0.1            1  Unqualified  Unqualified  Unqualified
