candidates preference to courses:
candidate      course8      course2      course6      course7     course14      course3      course0      course5      course9     course17     course18      course4      course1     course16     course11     course13     course19     course12     course10     course15
candidate325  Unqualified          0.5  Unqualified          0.3  Unqualified  Unqualified          0.6          0.8  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.1  Unqualified            1          0.4  Unqualified          0.7          0.1
candidate326            1          0.6          0.4  Unqualified  Unqualified          0.3          0.7  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.2  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.3
candidate327  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified            1          0.8  Unqualified  Unqualified          0.5          0.6          0.2          0.9  Unqualified          0.4          0.7  Unqualified          0.7          0.5
candidate328          0.9  Unqualified          0.1          0.9  Unqualified          0.7  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.9          0.9  Unqualified          0.4          0.7          0.7  Unqualified  Unqualified
candidate329          0.7  Unqualified          0.4            0          0.1  Unqualified  Unqualified          0.6            1  Unqualified          0.2  Unqualified          0.9          0.2          0.5          0.3            1          0.1  Unqualified            0
candidate330  Unqualified  Unqualified          0.2  Unqualified            1  Unqualified          0.2          0.7          0.8  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified
candidate331          0.2  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.5  Unqualified  Unqualified          0.2  Unqualified          0.1          0.2  Unqualified            0          0.1          0.6  Unqualified  Unqualified  Unqualified
candidate332          0.9          0.7  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.1          0.2
candidate333  Unqualified  Unqualified          0.4  Unqualified          0.2          0.4  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.8          0.3          0.1          0.5            0          0.4          0.2          0.4          0.5
candidate334          0.4          0.9            1          0.4          0.7          0.3  Unqualified  Unqualified            0  Unqualified          0.1          0.4          0.3          0.6  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.8
candidate335  Unqualified          0.2          0.1          0.3          0.8  Unqualified  Unqualified          0.5          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.9  Unqualified          0.4          0.6  Unqualified
candidate336          0.7            1          0.2          0.8            1          0.1  Unqualified  Unqualified          0.8  Unqualified          0.6  Unqualified          0.7            0          0.9          0.5          0.7  Unqualified          0.8  Unqualified
candidate337          0.5            1  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.9  Unqualified  Unqualified          0.1  Unqualified
candidate338          0.5          0.1          0.7  Unqualified  Unqualified          0.4  Unqualified          0.2          0.2  Unqualified  Unqualified          0.3  Unqualified          0.4  Unqualified            1          0.8          0.5          0.4  Unqualified
candidate339          0.4  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified            1  Unqualified  Unqualified          0.1            0          0.6          0.4  Unqualified          0.9          0.3  Unqualified  Unqualified  Unqualified
candidate340          0.8          0.2          0.4  Unqualified          0.8            0  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.8  Unqualified          0.1          0.4          0.8          0.5  Unqualified  Unqualified          0.7
candidate341          0.5          0.1          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified  Unqualified          0.1          0.2          0.9            0          0.3            0  Unqualified          0.2
candidate342  Unqualified          0.1          0.5  Unqualified          0.3            0  Unqualified  Unqualified          0.1  Unqualified          0.8  Unqualified          0.4          0.7          0.7          0.9  Unqualified  Unqualified  Unqualified  Unqualified
candidate343  Unqualified  Unqualified          0.2            1            0          0.6          0.3  Unqualified  Unqualified          0.3          0.6  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9
candidate344  Unqualified          0.9          0.5  Unqualified  Unqualified          0.7          0.6          0.1          0.8          0.3  Unqualified          0.7          0.9  Unqualified          0.5  Unqualified  Unqualified          0.1  Unqualified            1
candidate345  Unqualified          0.1          0.6  Unqualified            0  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified            0  Unqualified          0.8  Unqualified          0.3          0.9          0.6  Unqualified  Unqualified
candidate346          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.7  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.9          0.8          0.9  Unqualified
candidate347          0.9  Unqualified          0.5  Unqualified          0.3          0.5          0.6  Unqualified          0.5            0          0.9  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate348          0.7            0          0.7  Unqualified          0.6          0.3  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.7          0.1          0.4  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified
candidate349  Unqualified          0.3          0.2  Unqualified          0.5          0.5  Unqualified          0.7          0.4  Unqualified  Unqualified  Unqualified            1          0.9          0.3          0.3          0.6          0.2          0.4          0.5
candidate350  Unqualified  Unqualified          0.2          0.1          0.2  Unqualified          0.7          0.5          0.2          0.8          0.9          0.3  Unqualified  Unqualified          0.5          0.2  Unqualified  Unqualified          0.7          0.6
candidate351  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9            0          0.2  Unqualified          0.8  Unqualified            0          0.4          0.4          0.1          0.5  Unqualified
candidate352          0.1          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.7  Unqualified          0.3          0.1          0.5          0.7          0.2  Unqualified          0.6          0.3  Unqualified          0.5
candidate353  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.5          0.8          0.6  Unqualified  Unqualified  Unqualified          0.5          0.9  Unqualified  Unqualified          0.2  Unqualified  Unqualified
candidate354  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified          0.4          0.2          0.8          0.3  Unqualified          0.4  Unqualified          0.3  Unqualified          0.2            1          0.9          0.4  Unqualified
