candidates preference to courses:
candidate      course2     course29      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course28     course27     course24     course14      course9      course5     course20     course13     course26     course25      course0     course21     course17      course4     course11     course23     course12     course10
 candidate90  Unqualified          0.8          0.7          0.3          0.4          0.3          0.7          0.1  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.6  Unqualified          0.4          0.9            0  Unqualified          0.6          0.1  Unqualified          0.4          0.4          0.9          0.4            0          0.4          0.8
 candidate91  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.7  Unqualified          0.7  Unqualified          0.1  Unqualified          0.9          0.1          0.9  Unqualified          0.3          0.3  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.3          0.8          0.4  Unqualified  Unqualified  Unqualified
 candidate92          0.7  Unqualified          0.9          0.4  Unqualified          0.1  Unqualified          0.3  Unqualified          0.2          0.5          0.1          0.7          0.9          0.9  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.2          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.3          0.3  Unqualified          0.3
 candidate93  Unqualified  Unqualified          0.2          0.5          0.6  Unqualified  Unqualified          0.8          0.3          0.6  Unqualified  Unqualified          0.7  Unqualified          0.9  Unqualified  Unqualified          0.6          0.9  Unqualified          0.6  Unqualified          0.8            0          0.6          0.3          0.7  Unqualified  Unqualified  Unqualified
 candidate94          0.6          0.3  Unqualified          0.1          0.5  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.3          0.8          0.2          0.1          0.7          0.7          0.3  Unqualified  Unqualified          0.3          0.5
 candidate95  Unqualified  Unqualified          0.8          0.7          0.4          0.4  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.1          0.2  Unqualified  Unqualified          0.8  Unqualified          0.5          0.8  Unqualified  Unqualified  Unqualified          0.8          0.5  Unqualified          0.7  Unqualified          0.8          0.5
 candidate96  Unqualified          0.7  Unqualified  Unqualified          0.7          0.2  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified            0          0.8          0.7  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2  Unqualified  Unqualified            1  Unqualified  Unqualified
 candidate97  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified          0.2          0.7          0.7  Unqualified          0.2  Unqualified          0.1          0.4  Unqualified  Unqualified          0.1  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.4  Unqualified  Unqualified            1
 candidate98          0.8          0.1          0.1  Unqualified            0  Unqualified          0.3  Unqualified  Unqualified          0.3  Unqualified          0.8  Unqualified  Unqualified            0  Unqualified          0.5  Unqualified          0.3          0.5  Unqualified          0.7  Unqualified  Unqualified          0.8          0.5            1          0.1          0.9            1
 candidate99  Unqualified          0.3          0.9  Unqualified          0.7  Unqualified          0.4  Unqualified          0.7          0.5  Unqualified  Unqualified            1  Unqualified          0.9  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.4          0.2          0.2          0.6          0.1  Unqualified
candidate100            1            0          0.4  Unqualified          0.5  Unqualified  Unqualified          0.5  Unqualified          0.8          0.8  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified  Unqualified          0.5          0.4          0.6          0.3  Unqualified  Unqualified          0.4          0.9  Unqualified  Unqualified
candidate101  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.7          0.8  Unqualified          0.5          0.5  Unqualified          0.4          0.5  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8            0            1          0.7  Unqualified  Unqualified          0.2  Unqualified
candidate102  Unqualified          0.5            1          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.9          0.5          0.6            1          0.1          0.8            0  Unqualified          0.1
candidate103          0.5          0.4          0.7  Unqualified  Unqualified  Unqualified          0.2          0.1          0.9  Unqualified  Unqualified          0.4          0.6          0.4  Unqualified  Unqualified          0.6  Unqualified  Unqualified            1  Unqualified  Unqualified          0.3          0.4            1          0.4  Unqualified  Unqualified          0.6  Unqualified
candidate104  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.2  Unqualified          0.2          0.7  Unqualified  Unqualified  Unqualified          0.5  Unqualified            1  Unqualified          0.3          0.7          0.8          0.2          0.9          0.6          0.4  Unqualified  Unqualified          0.9            0  Unqualified  Unqualified  Unqualified
candidate105  Unqualified          0.1          0.9          0.2  Unqualified          0.2          0.1          0.3            1  Unqualified  Unqualified  Unqualified          0.2          0.7  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.8  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified            0  Unqualified
candidate106  Unqualified  Unqualified          0.6          0.2  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.7  Unqualified          0.8          0.5  Unqualified          0.1  Unqualified            0          0.5  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.7
candidate107  Unqualified          0.5  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.4  Unqualified          0.5  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified            0            1  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.4  Unqualified  Unqualified          0.8  Unqualified          0.9  Unqualified
candidate108  Unqualified            0          0.6  Unqualified          0.3  Unqualified          0.5          0.9  Unqualified  Unqualified          0.4  Unqualified          0.6          0.3          0.7            0          0.7            1  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.4          0.7  Unqualified          0.1          0.2          0.1  Unqualified
candidate109          0.1  Unqualified  Unqualified  Unqualified          0.5            1  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified          0.7          0.9  Unqualified  Unqualified          0.8          0.3  Unqualified          0.6          0.5          0.2  Unqualified  Unqualified  Unqualified          0.6  Unqualified          0.6  Unqualified          0.2
candidate110          0.4  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.5          0.5  Unqualified  Unqualified  Unqualified          0.1          0.9  Unqualified          0.6  Unqualified  Unqualified            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified          0.2          0.4
